total_ap;hw_ap;total_al;hw_al;total_cl;hw_cl;total_cp;hw_cp;total_suami;hw_suami;total_istri;hw_istri;total_ayah;hw_ayah;total_ibu;hw_ibu;total_kakek;hw_kakek;total_nenek;hw_nenek;total_si;hw_si;total_sdlk;hw_sdlk;total_sdpk;hw_sdpk;;;;;;;;;;;;;;;;;;;
0;Tidak Dapat;0;Tidak Dapat;0;Tidak Dapat;1;Dapat;0;Tidak Dapat;0;Tidak Dapat;0;Tidak Dapat;1;Dapat;0;Tidak Dapat;1;Tidak Dapat;1;Tidak Dapat;2;Dapat;1;Dapat;;;;;;;;;;;;;;;;;;;
0;Tidak Dapat;0;Tidak Dapat;0;Tidak Dapat;1;Dapat;0;Tidak Dapat;0;Tidak Dapat;0;Tidak Dapat;1;Dapat;0;Tidak Dapat;0;Tidak Dapat;1;Tidak Dapat;2;Dapat;2;Dapat;;;;;;;;;;;;;;;;;;;
0;Tidak Dapat;0;Tidak Dapat;0;Tidak Dapat;1;Dapat;0;Tidak Dapat;0;Tidak Dapat;0;Tidak Dapat;1;Dapat;0;Tidak Dapat;1;Tidak Dapat;1;Tidak Dapat;2;Dapat;3;Dapat;;;;;;;;;;;;;;;;;;;
0;Tidak Dapat;0;Tidak Dapat;0;Tidak Dapat;1;Dapat;0;Tidak Dapat;0;Tidak Dapat;0;Tidak Dapat;1;Dapat;0;Tidak Dapat;1;Tidak Dapat;1;Tidak Dapat;3;Dapat;0;Tidak Dapat;;;;;;;;;;;;;;;;;;;
0;Tidak Dapat;0;Tidak Dapat;0;Tidak Dapat;1;Dapat;0;Tidak Dapat;0;Tidak Dapat;0;Tidak Dapat;1;Dapat;0;Tidak Dapat;1;Tidak Dapat;1;Tidak Dapat;3;Dapat;1;Dapat;;;;;;;;;;;;;;;;;;;
0;Tidak Dapat;0;Tidak Dapat;0;Tidak Dapat;1;Dapat;0;Tidak Dapat;0;Tidak Dapat;0;Tidak Dapat;1;Dapat;0;Tidak Dapat;1;Tidak Dapat;1;Tidak Dapat;3;Dapat;2;Dapat;;;;;;;;;;;;;;;;;;;
0;Tidak Dapat;0;Tidak Dapat;0;Tidak Dapat;1;Dapat;0;Tidak Dapat;0;Tidak Dapat;0;Tidak Dapat;1;Dapat;0;Tidak Dapat;0;Tidak Dapat;1;Tidak Dapat;3;Dapat;3;Dapat;;;;;;;;;;;;;;;;;;;
0;Tidak Dapat;0;Tidak Dapat;0;Tidak Dapat;1;Dapat;0;Tidak Dapat;0;Tidak Dapat;0;Tidak Dapat;1;Dapat;0;Tidak Dapat;0;Tidak Dapat;2;Tidak Dapat;0;Tidak Dapat;0;Tidak Dapat;;;;;;;;;;;;;;;;;;;
0;Tidak Dapat;0;Tidak Dapat;0;Tidak Dapat;1;Dapat;0;Tidak Dapat;0;Tidak Dapat;0;Tidak Dapat;1;Dapat;0;Tidak Dapat;1;Tidak Dapat;2;Tidak Dapat;0;Tidak Dapat;1;Dapat;;;;;;;;;;;;;;;;;;;
0;Tidak Dapat;0;Tidak Dapat;0;Tidak Dapat;1;Dapat;0;Tidak Dapat;0;Tidak Dapat;0;Tidak Dapat;1;Dapat;0;Tidak Dapat;0;Tidak Dapat;2;Tidak Dapat;0;Tidak Dapat;2;Dapat;;;;;;;;;;;;;;;;;;;
0;Tidak Dapat;0;Tidak Dapat;0;Tidak Dapat;1;Dapat;0;Tidak Dapat;0;Tidak Dapat;0;Tidak Dapat;1;Dapat;0;Tidak Dapat;1;Tidak Dapat;2;Tidak Dapat;0;Tidak Dapat;3;Dapat;;;;;;;;;;;;;;;;;;;
0;Tidak Dapat;0;Tidak Dapat;0;Tidak Dapat;1;Dapat;0;Tidak Dapat;0;Tidak Dapat;0;Tidak Dapat;1;Dapat;0;Tidak Dapat;1;Tidak Dapat;2;Tidak Dapat;1;Dapat;0;Tidak Dapat;;;;;;;;;;;;;;;;;;;
0;Tidak Dapat;0;Tidak Dapat;0;Tidak Dapat;1;Dapat;0;Tidak Dapat;0;Tidak Dapat;0;Tidak Dapat;1;Dapat;0;Tidak Dapat;0;Tidak Dapat;2;Tidak Dapat;1;Dapat;1;Dapat;;;;;;;;;;;;;;;;;;;
0;Tidak Dapat;0;Tidak Dapat;0;Tidak Dapat;1;Dapat;0;Tidak Dapat;0;Tidak Dapat;0;Tidak Dapat;1;Dapat;0;Tidak Dapat;1;Tidak Dapat;2;Tidak Dapat;1;Dapat;2;Dapat;;;;;;;;;;;;;;;;;;;
0;Tidak Dapat;0;Tidak Dapat;0;Tidak Dapat;1;Dapat;0;Tidak Dapat;0;Tidak Dapat;0;Tidak Dapat;1;Dapat;0;Tidak Dapat;1;Tidak Dapat;2;Tidak Dapat;1;Dapat;3;Dapat;;;;;;;;;;;;;;;;;;;
0;Tidak Dapat;0;Tidak Dapat;0;Tidak Dapat;1;Dapat;0;Tidak Dapat;0;Tidak Dapat;0;Tidak Dapat;1;Dapat;0;Tidak Dapat;0;Tidak Dapat;2;Tidak Dapat;2;Dapat;0;Tidak Dapat;;;;;;;;;;;;;;;;;;;
0;Tidak Dapat;0;Tidak Dapat;0;Tidak Dapat;1;Dapat;0;Tidak Dapat;0;Tidak Dapat;0;Tidak Dapat;1;Dapat;0;Tidak Dapat;1;Tidak Dapat;2;Tidak Dapat;2;Dapat;1;Dapat;;;;;;;;;;;;;;;;;;;
0;Tidak Dapat;0;Tidak Dapat;0;Tidak Dapat;1;Dapat;0;Tidak Dapat;0;Tidak Dapat;0;Tidak Dapat;1;Dapat;0;Tidak Dapat;1;Tidak Dapat;2;Tidak Dapat;2;Dapat;2;Dapat;;;;;;;;;;;;;;;;;;;
0;Tidak Dapat;0;Tidak Dapat;0;Tidak Dapat;1;Dapat;0;Tidak Dapat;0;Tidak Dapat;0;Tidak Dapat;1;Dapat;0;Tidak Dapat;0;Tidak Dapat;2;Tidak Dapat;2;Dapat;3;Dapat;;;;;;;;;;;;;;;;;;;
0;Tidak Dapat;0;Tidak Dapat;0;Tidak Dapat;1;Dapat;0;Tidak Dapat;0;Tidak Dapat;0;Tidak Dapat;1;Dapat;0;Tidak Dapat;0;Tidak Dapat;2;Tidak Dapat;3;Dapat;0;Tidak Dapat;;;;;;;;;;;;;;;;;;;
0;Tidak Dapat;0;Tidak Dapat;0;Tidak Dapat;1;Dapat;0;Tidak Dapat;0;Tidak Dapat;0;Tidak Dapat;1;Dapat;0;Tidak Dapat;1;Tidak Dapat;2;Tidak Dapat;3;Dapat;1;Dapat;;;;;;;;;;;;;;;;;;;
0;Tidak Dapat;0;Tidak Dapat;0;Tidak Dapat;1;Dapat;0;Tidak Dapat;0;Tidak Dapat;0;Tidak Dapat;1;Dapat;0;Tidak Dapat;0;Tidak Dapat;2;Tidak Dapat;3;Dapat;2;Dapat;;;;;;;;;;;;;;;;;;;
0;Tidak Dapat;0;Tidak Dapat;0;Tidak Dapat;1;Dapat;0;Tidak Dapat;0;Tidak Dapat;0;Tidak Dapat;1;Dapat;0;Tidak Dapat;1;Tidak Dapat;2;Tidak Dapat;3;Dapat;3;Dapat;;;;;;;;;;;;;;;;;;;
0;Tidak Dapat;0;Tidak Dapat;0;Tidak Dapat;1;Dapat;0;Tidak Dapat;0;Tidak Dapat;0;Tidak Dapat;1;Dapat;0;Tidak Dapat;1;Tidak Dapat;3;Tidak Dapat;0;Tidak Dapat;0;Tidak Dapat;;;;;;;;;;;;;;;;;;;
0;Tidak Dapat;0;Tidak Dapat;0;Tidak Dapat;1;Dapat;0;Tidak Dapat;0;Tidak Dapat;0;Tidak Dapat;1;Dapat;0;Tidak Dapat;1;Tidak Dapat;3;Tidak Dapat;0;Tidak Dapat;1;Dapat;;;;;;;;;;;;;;;;;;;
0;Tidak Dapat;0;Tidak Dapat;0;Tidak Dapat;1;Dapat;0;Tidak Dapat;0;Tidak Dapat;0;Tidak Dapat;1;Dapat;0;Tidak Dapat;1;Tidak Dapat;3;Tidak Dapat;0;Tidak Dapat;2;Dapat;;;;;;;;;;;;;;;;;;;
0;Tidak Dapat;0;Tidak Dapat;0;Tidak Dapat;1;Dapat;0;Tidak Dapat;0;Tidak Dapat;0;Tidak Dapat;1;Dapat;0;Tidak Dapat;0;Tidak Dapat;3;Tidak Dapat;0;Tidak Dapat;3;Dapat;;;;;;;;;;;;;;;;;;;
0;Tidak Dapat;0;Tidak Dapat;0;Tidak Dapat;1;Dapat;0;Tidak Dapat;0;Tidak Dapat;0;Tidak Dapat;1;Dapat;0;Tidak Dapat;0;Tidak Dapat;3;Tidak Dapat;1;Dapat;0;Tidak Dapat;;;;;;;;;;;;;;;;;;;
0;Tidak Dapat;0;Tidak Dapat;0;Tidak Dapat;1;Dapat;0;Tidak Dapat;0;Tidak Dapat;0;Tidak Dapat;1;Dapat;0;Tidak Dapat;1;Tidak Dapat;3;Tidak Dapat;1;Dapat;1;Dapat;;;;;;;;;;;;;;;;;;;
0;Tidak Dapat;0;Tidak Dapat;0;Tidak Dapat;1;Dapat;0;Tidak Dapat;0;Tidak Dapat;0;Tidak Dapat;1;Dapat;0;Tidak Dapat;0;Tidak Dapat;3;Tidak Dapat;1;Dapat;2;Dapat;;;;;;;;;;;;;;;;;;;
0;Tidak Dapat;0;Tidak Dapat;0;Tidak Dapat;1;Dapat;0;Tidak Dapat;0;Tidak Dapat;0;Tidak Dapat;1;Dapat;0;Tidak Dapat;1;Tidak Dapat;3;Tidak Dapat;1;Dapat;3;Dapat;;;;;;;;;;;;;;;;;;;
0;Tidak Dapat;0;Tidak Dapat;0;Tidak Dapat;1;Dapat;0;Tidak Dapat;0;Tidak Dapat;0;Tidak Dapat;1;Dapat;0;Tidak Dapat;0;Tidak Dapat;3;Tidak Dapat;2;Dapat;0;Tidak Dapat;;;;;;;;;;;;;;;;;;;
0;Tidak Dapat;0;Tidak Dapat;0;Tidak Dapat;1;Dapat;0;Tidak Dapat;0;Tidak Dapat;0;Tidak Dapat;1;Dapat;0;Tidak Dapat;1;Tidak Dapat;3;Tidak Dapat;2;Dapat;1;Dapat;;;;;;;;;;;;;;;;;;;
0;Tidak Dapat;0;Tidak Dapat;0;Tidak Dapat;1;Dapat;0;Tidak Dapat;0;Tidak Dapat;0;Tidak Dapat;1;Dapat;0;Tidak Dapat;0;Tidak Dapat;3;Tidak Dapat;2;Dapat;2;Dapat;;;;;;;;;;;;;;;;;;;
0;Tidak Dapat;0;Tidak Dapat;0;Tidak Dapat;1;Dapat;0;Tidak Dapat;0;Tidak Dapat;0;Tidak Dapat;1;Dapat;0;Tidak Dapat;1;Tidak Dapat;3;Tidak Dapat;2;Dapat;3;Dapat;;;;;;;;;;;;;;;;;;;
0;Tidak Dapat;0;Tidak Dapat;0;Tidak Dapat;1;Dapat;0;Tidak Dapat;0;Tidak Dapat;0;Tidak Dapat;1;Dapat;0;Tidak Dapat;1;Tidak Dapat;3;Tidak Dapat;3;Dapat;0;Tidak Dapat;;;;;;;;;;;;;;;;;;;
0;Tidak Dapat;0;Tidak Dapat;0;Tidak Dapat;1;Dapat;0;Tidak Dapat;0;Tidak Dapat;0;Tidak Dapat;1;Dapat;0;Tidak Dapat;0;Tidak Dapat;3;Tidak Dapat;3;Dapat;1;Dapat;;;;;;;;;;;;;;;;;;;
0;Tidak Dapat;0;Tidak Dapat;0;Tidak Dapat;1;Dapat;0;Tidak Dapat;0;Tidak Dapat;0;Tidak Dapat;1;Dapat;0;Tidak Dapat;1;Tidak Dapat;3;Tidak Dapat;3;Dapat;2;Dapat;;;;;;;;;;;;;;;;;;;
0;Tidak Dapat;0;Tidak Dapat;0;Tidak Dapat;1;Dapat;0;Tidak Dapat;0;Tidak Dapat;0;Tidak Dapat;1;Dapat;0;Tidak Dapat;1;Tidak Dapat;3;Tidak Dapat;3;Dapat;3;Dapat;;;;;;;;;;;;;;;;;;;
0;Tidak Dapat;0;Tidak Dapat;0;Tidak Dapat;2;Dapat;0;Tidak Dapat;0;Tidak Dapat;0;Tidak Dapat;1;Dapat;0;Tidak Dapat;0;Tidak Dapat;0;Tidak Dapat;0;Tidak Dapat;0;Tidak Dapat;;;;;;;;;;;;;;;;;;;
0;Tidak Dapat;0;Tidak Dapat;0;Tidak Dapat;2;Dapat;0;Tidak Dapat;0;Tidak Dapat;0;Tidak Dapat;1;Dapat;0;Tidak Dapat;1;Tidak Dapat;0;Tidak Dapat;0;Tidak Dapat;1;Dapat;;;;;;;;;;;;;;;;;;;
0;Tidak Dapat;0;Tidak Dapat;0;Tidak Dapat;2;Dapat;0;Tidak Dapat;0;Tidak Dapat;0;Tidak Dapat;1;Dapat;0;Tidak Dapat;1;Tidak Dapat;0;Tidak Dapat;0;Tidak Dapat;2;Dapat;;;;;;;;;;;;;;;;;;;
0;Tidak Dapat;0;Tidak Dapat;0;Tidak Dapat;2;Dapat;0;Tidak Dapat;0;Tidak Dapat;0;Tidak Dapat;1;Dapat;0;Tidak Dapat;1;Tidak Dapat;0;Tidak Dapat;0;Tidak Dapat;3;Dapat;;;;;;;;;;;;;;;;;;;
0;Tidak Dapat;0;Tidak Dapat;0;Tidak Dapat;2;Dapat;0;Tidak Dapat;0;Tidak Dapat;0;Tidak Dapat;1;Dapat;0;Tidak Dapat;0;Tidak Dapat;0;Tidak Dapat;1;Dapat;0;Tidak Dapat;;;;;;;;;;;;;;;;;;;
0;Tidak Dapat;0;Tidak Dapat;0;Tidak Dapat;2;Dapat;0;Tidak Dapat;0;Tidak Dapat;0;Tidak Dapat;1;Dapat;0;Tidak Dapat;1;Tidak Dapat;0;Tidak Dapat;1;Dapat;1;Dapat;;;;;;;;;;;;;;;;;;;
0;Tidak Dapat;0;Tidak Dapat;0;Tidak Dapat;2;Dapat;0;Tidak Dapat;0;Tidak Dapat;0;Tidak Dapat;1;Dapat;0;Tidak Dapat;0;Tidak Dapat;0;Tidak Dapat;1;Dapat;2;Dapat;;;;;;;;;;;;;;;;;;;
0;Tidak Dapat;0;Tidak Dapat;0;Tidak Dapat;2;Dapat;0;Tidak Dapat;0;Tidak Dapat;0;Tidak Dapat;1;Dapat;0;Tidak Dapat;1;Tidak Dapat;0;Tidak Dapat;1;Dapat;3;Dapat;;;;;;;;;;;;;;;;;;;
0;Tidak Dapat;0;Tidak Dapat;0;Tidak Dapat;2;Dapat;0;Tidak Dapat;0;Tidak Dapat;0;Tidak Dapat;1;Dapat;0;Tidak Dapat;0;Tidak Dapat;0;Tidak Dapat;2;Dapat;0;Tidak Dapat;;;;;;;;;;;;;;;;;;;
0;Tidak Dapat;0;Tidak Dapat;0;Tidak Dapat;2;Dapat;0;Tidak Dapat;0;Tidak Dapat;0;Tidak Dapat;1;Dapat;0;Tidak Dapat;1;Tidak Dapat;0;Tidak Dapat;2;Dapat;1;Dapat;;;;;;;;;;;;;;;;;;;
0;Tidak Dapat;0;Tidak Dapat;0;Tidak Dapat;2;Dapat;0;Tidak Dapat;0;Tidak Dapat;0;Tidak Dapat;1;Dapat;0;Tidak Dapat;1;Tidak Dapat;0;Tidak Dapat;2;Dapat;2;Dapat;;;;;;;;;;;;;;;;;;;
0;Tidak Dapat;0;Tidak Dapat;0;Tidak Dapat;2;Dapat;0;Tidak Dapat;0;Tidak Dapat;0;Tidak Dapat;1;Dapat;0;Tidak Dapat;1;Tidak Dapat;0;Tidak Dapat;2;Dapat;3;Dapat;;;;;;;;;;;;;;;;;;;
0;Tidak Dapat;0;Tidak Dapat;0;Tidak Dapat;2;Dapat;0;Tidak Dapat;0;Tidak Dapat;0;Tidak Dapat;1;Dapat;0;Tidak Dapat;0;Tidak Dapat;0;Tidak Dapat;3;Dapat;0;Tidak Dapat;;;;;;;;;;;;;;;;;;;
0;Tidak Dapat;0;Tidak Dapat;0;Tidak Dapat;2;Dapat;0;Tidak Dapat;0;Tidak Dapat;0;Tidak Dapat;1;Dapat;0;Tidak Dapat;1;Tidak Dapat;0;Tidak Dapat;3;Dapat;1;Dapat;;;;;;;;;;;;;;;;;;;
0;Tidak Dapat;0;Tidak Dapat;0;Tidak Dapat;2;Dapat;0;Tidak Dapat;0;Tidak Dapat;0;Tidak Dapat;1;Dapat;0;Tidak Dapat;0;Tidak Dapat;0;Tidak Dapat;3;Dapat;2;Dapat;;;;;;;;;;;;;;;;;;;
0;Tidak Dapat;0;Tidak Dapat;0;Tidak Dapat;2;Dapat;0;Tidak Dapat;0;Tidak Dapat;0;Tidak Dapat;1;Dapat;0;Tidak Dapat;1;Tidak Dapat;0;Tidak Dapat;3;Dapat;3;Dapat;;;;;;;;;;;;;;;;;;;
0;Tidak Dapat;0;Tidak Dapat;0;Tidak Dapat;2;Dapat;0;Tidak Dapat;0;Tidak Dapat;0;Tidak Dapat;1;Dapat;0;Tidak Dapat;0;Tidak Dapat;1;Tidak Dapat;0;Tidak Dapat;0;Tidak Dapat;;;;;;;;;;;;;;;;;;;
0;Tidak Dapat;0;Tidak Dapat;0;Tidak Dapat;2;Dapat;0;Tidak Dapat;0;Tidak Dapat;0;Tidak Dapat;1;Dapat;0;Tidak Dapat;0;Tidak Dapat;1;Tidak Dapat;0;Tidak Dapat;1;Dapat;;;;;;;;;;;;;;;;;;;
0;Tidak Dapat;0;Tidak Dapat;0;Tidak Dapat;2;Dapat;0;Tidak Dapat;0;Tidak Dapat;0;Tidak Dapat;1;Dapat;0;Tidak Dapat;0;Tidak Dapat;1;Tidak Dapat;0;Tidak Dapat;2;Dapat;;;;;;;;;;;;;;;;;;;
0;Tidak Dapat;0;Tidak Dapat;0;Tidak Dapat;2;Dapat;0;Tidak Dapat;0;Tidak Dapat;0;Tidak Dapat;1;Dapat;0;Tidak Dapat;1;Tidak Dapat;1;Tidak Dapat;0;Tidak Dapat;3;Dapat;;;;;;;;;;;;;;;;;;;
0;Tidak Dapat;0;Tidak Dapat;0;Tidak Dapat;2;Dapat;0;Tidak Dapat;0;Tidak Dapat;0;Tidak Dapat;1;Dapat;0;Tidak Dapat;0;Tidak Dapat;1;Tidak Dapat;1;Dapat;0;Tidak Dapat;;;;;;;;;;;;;;;;;;;
0;Tidak Dapat;0;Tidak Dapat;0;Tidak Dapat;2;Dapat;0;Tidak Dapat;0;Tidak Dapat;0;Tidak Dapat;1;Dapat;0;Tidak Dapat;0;Tidak Dapat;1;Tidak Dapat;1;Dapat;1;Dapat;;;;;;;;;;;;;;;;;;;
0;Tidak Dapat;0;Tidak Dapat;0;Tidak Dapat;2;Dapat;0;Tidak Dapat;0;Tidak Dapat;0;Tidak Dapat;1;Dapat;0;Tidak Dapat;0;Tidak Dapat;1;Tidak Dapat;1;Dapat;2;Dapat;;;;;;;;;;;;;;;;;;;
0;Tidak Dapat;0;Tidak Dapat;0;Tidak Dapat;2;Dapat;0;Tidak Dapat;0;Tidak Dapat;0;Tidak Dapat;1;Dapat;0;Tidak Dapat;0;Tidak Dapat;1;Tidak Dapat;1;Dapat;3;Dapat;;;;;;;;;;;;;;;;;;;
0;Tidak Dapat;0;Tidak Dapat;0;Tidak Dapat;2;Dapat;0;Tidak Dapat;0;Tidak Dapat;0;Tidak Dapat;1;Dapat;0;Tidak Dapat;0;Tidak Dapat;1;Tidak Dapat;2;Dapat;0;Tidak Dapat;;;;;;;;;;;;;;;;;;;
0;Tidak Dapat;0;Tidak Dapat;0;Tidak Dapat;2;Dapat;0;Tidak Dapat;0;Tidak Dapat;0;Tidak Dapat;1;Dapat;0;Tidak Dapat;1;Tidak Dapat;1;Tidak Dapat;2;Dapat;1;Dapat;;;;;;;;;;;;;;;;;;;
0;Tidak Dapat;0;Tidak Dapat;0;Tidak Dapat;2;Dapat;0;Tidak Dapat;0;Tidak Dapat;0;Tidak Dapat;1;Dapat;0;Tidak Dapat;1;Tidak Dapat;1;Tidak Dapat;2;Dapat;2;Dapat;;;;;;;;;;;;;;;;;;;
0;Tidak Dapat;0;Tidak Dapat;0;Tidak Dapat;2;Dapat;0;Tidak Dapat;0;Tidak Dapat;0;Tidak Dapat;1;Dapat;0;Tidak Dapat;1;Tidak Dapat;1;Tidak Dapat;2;Dapat;3;Dapat;;;;;;;;;;;;;;;;;;;
0;Tidak Dapat;0;Tidak Dapat;0;Tidak Dapat;2;Dapat;0;Tidak Dapat;0;Tidak Dapat;0;Tidak Dapat;1;Dapat;0;Tidak Dapat;1;Tidak Dapat;1;Tidak Dapat;3;Dapat;0;Tidak Dapat;;;;;;;;;;;;;;;;;;;
0;Tidak Dapat;0;Tidak Dapat;0;Tidak Dapat;2;Dapat;0;Tidak Dapat;0;Tidak Dapat;0;Tidak Dapat;1;Dapat;0;Tidak Dapat;1;Tidak Dapat;1;Tidak Dapat;3;Dapat;1;Dapat;;;;;;;;;;;;;;;;;;;
0;Tidak Dapat;0;Tidak Dapat;0;Tidak Dapat;2;Dapat;0;Tidak Dapat;0;Tidak Dapat;0;Tidak Dapat;1;Dapat;0;Tidak Dapat;0;Tidak Dapat;1;Tidak Dapat;3;Dapat;2;Dapat;;;;;;;;;;;;;;;;;;;
0;Tidak Dapat;0;Tidak Dapat;0;Tidak Dapat;2;Dapat;0;Tidak Dapat;0;Tidak Dapat;0;Tidak Dapat;1;Dapat;0;Tidak Dapat;0;Tidak Dapat;1;Tidak Dapat;3;Dapat;3;Dapat;;;;;;;;;;;;;;;;;;;
0;Tidak Dapat;0;Tidak Dapat;0;Tidak Dapat;2;Dapat;0;Tidak Dapat;0;Tidak Dapat;0;Tidak Dapat;1;Dapat;0;Tidak Dapat;1;Tidak Dapat;2;Tidak Dapat;0;Tidak Dapat;0;Tidak Dapat;;;;;;;;;;;;;;;;;;;
0;Tidak Dapat;0;Tidak Dapat;0;Tidak Dapat;2;Dapat;0;Tidak Dapat;0;Tidak Dapat;0;Tidak Dapat;1;Dapat;0;Tidak Dapat;1;Tidak Dapat;2;Tidak Dapat;0;Tidak Dapat;1;Dapat;;;;;;;;;;;;;;;;;;;
0;Tidak Dapat;0;Tidak Dapat;0;Tidak Dapat;2;Dapat;0;Tidak Dapat;0;Tidak Dapat;0;Tidak Dapat;1;Dapat;0;Tidak Dapat;1;Tidak Dapat;2;Tidak Dapat;0;Tidak Dapat;2;Dapat;;;;;;;;;;;;;;;;;;;
0;Tidak Dapat;0;Tidak Dapat;0;Tidak Dapat;2;Dapat;0;Tidak Dapat;0;Tidak Dapat;0;Tidak Dapat;1;Dapat;0;Tidak Dapat;0;Tidak Dapat;2;Tidak Dapat;0;Tidak Dapat;3;Dapat;;;;;;;;;;;;;;;;;;;
0;Tidak Dapat;0;Tidak Dapat;0;Tidak Dapat;2;Dapat;0;Tidak Dapat;0;Tidak Dapat;0;Tidak Dapat;1;Dapat;0;Tidak Dapat;1;Tidak Dapat;2;Tidak Dapat;1;Dapat;0;Tidak Dapat;;;;;;;;;;;;;;;;;;;
0;Tidak Dapat;0;Tidak Dapat;0;Tidak Dapat;2;Dapat;0;Tidak Dapat;0;Tidak Dapat;0;Tidak Dapat;1;Dapat;0;Tidak Dapat;0;Tidak Dapat;2;Tidak Dapat;1;Dapat;1;Dapat;;;;;;;;;;;;;;;;;;;
0;Tidak Dapat;0;Tidak Dapat;0;Tidak Dapat;2;Dapat;0;Tidak Dapat;0;Tidak Dapat;0;Tidak Dapat;1;Dapat;0;Tidak Dapat;0;Tidak Dapat;2;Tidak Dapat;1;Dapat;2;Dapat;;;;;;;;;;;;;;;;;;;
0;Tidak Dapat;0;Tidak Dapat;0;Tidak Dapat;2;Dapat;0;Tidak Dapat;0;Tidak Dapat;0;Tidak Dapat;1;Dapat;0;Tidak Dapat;0;Tidak Dapat;2;Tidak Dapat;1;Dapat;3;Dapat;;;;;;;;;;;;;;;;;;;
0;Tidak Dapat;0;Tidak Dapat;0;Tidak Dapat;2;Dapat;0;Tidak Dapat;0;Tidak Dapat;0;Tidak Dapat;1;Dapat;0;Tidak Dapat;0;Tidak Dapat;2;Tidak Dapat;2;Dapat;0;Tidak Dapat;;;;;;;;;;;;;;;;;;;
0;Tidak Dapat;0;Tidak Dapat;0;Tidak Dapat;2;Dapat;0;Tidak Dapat;0;Tidak Dapat;0;Tidak Dapat;1;Dapat;0;Tidak Dapat;1;Tidak Dapat;2;Tidak Dapat;2;Dapat;1;Dapat;;;;;;;;;;;;;;;;;;;
0;Tidak Dapat;0;Tidak Dapat;0;Tidak Dapat;2;Dapat;0;Tidak Dapat;0;Tidak Dapat;0;Tidak Dapat;1;Dapat;0;Tidak Dapat;1;Tidak Dapat;2;Tidak Dapat;2;Dapat;2;Dapat;;;;;;;;;;;;;;;;;;;
0;Tidak Dapat;0;Tidak Dapat;0;Tidak Dapat;2;Dapat;0;Tidak Dapat;0;Tidak Dapat;0;Tidak Dapat;1;Dapat;0;Tidak Dapat;1;Tidak Dapat;2;Tidak Dapat;2;Dapat;3;Dapat;;;;;;;;;;;;;;;;;;;
0;Tidak Dapat;0;Tidak Dapat;0;Tidak Dapat;2;Dapat;0;Tidak Dapat;0;Tidak Dapat;0;Tidak Dapat;1;Dapat;0;Tidak Dapat;0;Tidak Dapat;2;Tidak Dapat;3;Dapat;0;Tidak Dapat;;;;;;;;;;;;;;;;;;;
0;Tidak Dapat;0;Tidak Dapat;0;Tidak Dapat;2;Dapat;0;Tidak Dapat;0;Tidak Dapat;0;Tidak Dapat;1;Dapat;0;Tidak Dapat;0;Tidak Dapat;2;Tidak Dapat;3;Dapat;1;Dapat;;;;;;;;;;;;;;;;;;;
0;Tidak Dapat;0;Tidak Dapat;0;Tidak Dapat;2;Dapat;0;Tidak Dapat;0;Tidak Dapat;0;Tidak Dapat;1;Dapat;0;Tidak Dapat;0;Tidak Dapat;2;Tidak Dapat;3;Dapat;2;Dapat;;;;;;;;;;;;;;;;;;;
0;Tidak Dapat;0;Tidak Dapat;0;Tidak Dapat;2;Dapat;0;Tidak Dapat;0;Tidak Dapat;0;Tidak Dapat;1;Dapat;0;Tidak Dapat;1;Tidak Dapat;2;Tidak Dapat;3;Dapat;3;Dapat;;;;;;;;;;;;;;;;;;;
0;Tidak Dapat;0;Tidak Dapat;0;Tidak Dapat;2;Dapat;0;Tidak Dapat;0;Tidak Dapat;0;Tidak Dapat;1;Dapat;0;Tidak Dapat;1;Tidak Dapat;3;Tidak Dapat;0;Tidak Dapat;0;Tidak Dapat;;;;;;;;;;;;;;;;;;;
0;Tidak Dapat;0;Tidak Dapat;0;Tidak Dapat;2;Dapat;0;Tidak Dapat;0;Tidak Dapat;0;Tidak Dapat;1;Dapat;0;Tidak Dapat;1;Tidak Dapat;3;Tidak Dapat;0;Tidak Dapat;1;Dapat;;;;;;;;;;;;;;;;;;;
0;Tidak Dapat;0;Tidak Dapat;0;Tidak Dapat;2;Dapat;0;Tidak Dapat;0;Tidak Dapat;0;Tidak Dapat;1;Dapat;0;Tidak Dapat;1;Tidak Dapat;3;Tidak Dapat;0;Tidak Dapat;2;Dapat;;;;;;;;;;;;;;;;;;;
0;Tidak Dapat;0;Tidak Dapat;0;Tidak Dapat;2;Dapat;0;Tidak Dapat;0;Tidak Dapat;0;Tidak Dapat;1;Dapat;0;Tidak Dapat;0;Tidak Dapat;3;Tidak Dapat;0;Tidak Dapat;3;Dapat;;;;;;;;;;;;;;;;;;;
0;Tidak Dapat;0;Tidak Dapat;0;Tidak Dapat;2;Dapat;0;Tidak Dapat;0;Tidak Dapat;0;Tidak Dapat;1;Dapat;0;Tidak Dapat;0;Tidak Dapat;3;Tidak Dapat;1;Dapat;0;Tidak Dapat;;;;;;;;;;;;;;;;;;;
0;Tidak Dapat;0;Tidak Dapat;0;Tidak Dapat;2;Dapat;0;Tidak Dapat;0;Tidak Dapat;0;Tidak Dapat;1;Dapat;0;Tidak Dapat;1;Tidak Dapat;3;Tidak Dapat;1;Dapat;1;Dapat;;;;;;;;;;;;;;;;;;;
